cast,genres,movie_id,original_title,plot
"['Mehmood', 'Simi Garewal', 'I.S. Johar']","['Action', 'Adventure', 'Comedy']",tt0231827,Johar-Mehmood in Goa, Mary and Peter fall in love with each other and are about to get married  when Peter is asked to re-join his regiment to go to war. Shortly thereafter  he is missing  believed to be dead  ...                    
"['Sunil Dutt', 'Nutan', 'Pran']","['Drama', 'Musical']",tt0059354,Khandan, After the passing of Ramswaroop Lal  his two sons  Jeevandas and Shankar take over the control of their farmland. Jeevandas marries Bhagvanti and has no children  while Shankar marries ...                    
"['Meena Kumari', 'Dharmendra', 'Padmini']","['Drama', 'Family', 'Musical']",tt0139398,Kaajal, The Munim (Clerk) in Ranimaa's family lives with his son  Kaushal and daughter  Madhavi. After he passes away  Ranimaa brings up both children as her own  along with her only son  Rajesh. ...                    
"['Pradeep Kumar', 'Padmini', 'Dara Singh']","['Action', 'Adventure', 'Fantasy']",tt0242636,Mahabharat, Pandu and Dhirtrashtra are two brothers who rule Hastinapur. Pandu gets married to Kunti  who conceives five sons and names them Yudhister  Bhimsen  Arjun  Nakul and Sahdev  while ...                    
"['Asha Parekh', 'Biswajit Chatterjee', 'Pran']","['Musical', 'Romance']",tt0059445,Mere Sanam, Neena  in the company of her mom  and several female friends  travels to a remote holiday spot  and stay overnight at a lodge. A young man named Kumar also attends at this lodge  claiming ...                    
"['Nanda', 'Manoj Kumar', 'Pran']","['Drama', 'Musical', 'Mystery']",tt0247394,Gumnaam, Eight people are trapped on an island when their plane abandons them. They find a large mansion whose butler is expecting them. Then one by one  they die...
"['Dharmendra', 'Mala Sinha', 'Mehmood']","['Drama', 'Family']",tt0308640,Neela Aakash, Neela and Akash fall in love with each other after a comedy of errors. They manage to stay together in spite of all the obstacles.
"['Sanjeev Kumar', 'Nazima', 'Prem Chopra']",['Drama'],tt0154954,Nishan, Twin princes separated at birth must foil an assassination attempt and take their rightful places as rulers of a kingdom.
"['Ashok Kumar', 'Raaj Kumar', 'Feroz Khan']","['Drama', 'Romance', 'Thriller']",tt0236554,Oonche Log, A retired and blind army major's life undergoes many changes after he decides to get his sons married.
"['Manoj Kumar', 'Nandini', 'Prem Chopra']","['Mystery', 'Romance', 'Thriller']",tt0059610,Poonam Ki Raat, Prakash and Chandan are enjoying their college trip with with their friends when Sumer Singh arrives with the news that Chandan's father is unwell and his mother has asked him to rush ...                    
"['Dharmendra', 'Meena Kumari', 'Mehmood']","['Family', 'Romance']",tt0139548,Purnima, Orphaned Purnima lives a poor lifestyle with her maternal uncle and cruel aunt. She is in love with Prakash and both plan to marry soon. when she goes to meet Prakash at his place of ...                    
"['Nanda', 'Shashi Kapoor', 'Agha']","['Musical', 'Romance']",tt0305689,Jab Jab Phool Khile, Raja (Shashi Kapoor)  a Kashmiri boatman and Rita (Nanda)  a beautiful heiress from the city  fall in love.
"['Raaj Kumar', 'Jamuna', 'Nutan']","['Drama', 'Family']",tt0215126,Rishte Naahte, Thakur Narendrapal Singh (Nazir Hussain) is a generous and kind-hearted landlord and zamindar. He has a daughter Kalpana (Jamuna) and a son Raja(Deven Verma). Distrusting his son and his new wife  Roopa (Ameeta)  he asks a village laborer  Sunder (Raaj Kumar) who is honest  loyal and hardworking  to marry his daughter. In this manner  Sunder and Kalpana get married  and soon Kalpana gives birth ...                    
"['Kamini Kaushal', 'Nirupa Roy', 'Anand Kumar']","['Biography', 'Drama', 'History']",tt0293589,Shaheed, Shaheed (1965) presents the inspirational biography of one of India's greatest patriots Sardar Bhagat Singh.
"['Shashi Kapoor', 'Felicity Kendal', 'Geoffrey Kendal']",['Drama'],tt0059709,Shakespeare-Wallah, The story of a family troupe of English actors in India. They travel around the towns and villages giving performances of Shakespearean plays. Through their travels we see the changing face...                    
"['Agha', 'Master Bhagwan', 'Helen']","['Adventure', 'Fantasy', 'Musical']",tt0155179,Sindbad Alibaba and Aladdin, Add a Plot »
"['Dev Anand', 'Nanda', 'Kalpana']","['Musical', 'Romance']",tt0274944,Teen Devian, Devdutt Anand works in a company selling musical instruments  and is always late for work  infuriating his boss  I.S. Johar. Things change for the better when Johar finds out that Devdutt ...                    
"['Rajendra Kumar', 'Saira Banu', 'Dharmendra']","['Drama', 'Romance']",tt0233147,Ayee Milan Ki Bela, Shyam works for Mr. Choudhry  and lives in a small village in India with his mother. Ranjeet  Shyam's childhood friend  returns from overseas  and all are overjoyed to see him back. Ranjeet...                    
"['Sudhir Kumar', 'Sushil Kumar', 'Sanjay Khan']","['Drama', 'Family', 'Musical']",tt0146645,Dosti, Friendship of a lonesome studious blind boy with a crippled street singer.
"['Joy Mukherjee', 'Asha Parekh', 'Mehmood']","['Musical', 'Romance']",tt0058772,Ziddi, On the lookout for employment  Ashok (Joy Mukherji) sees the photographs of beautiful Asha (Asha Parekh)  and decides to accept employment as the estate's Manager. His expectations are ...                    
"['Shammi Kapoor', 'Sadhana', 'Pran']","['Comedy', 'Drama', 'Musical']",tt0314557,Rajkumar, Prince Bhanu Pratap returns from a decade in a foreign country  together with his friend Kapil. His father  the King (Raja)has married again after Bhanu Pratap's mother passed away  and has...                    
"['Shammi Kapoor', 'Sharmila Tagore', 'Pran']","['Comedy', 'Musical', 'Romance']",tt0058257,Kashmir Ki Kali, A rich young man woos proud girl against her father's wishes.
"['Balraj Sahni', 'Dharmendra', 'Vijay Anand']","['Action', 'Musical', 'War']",tt0154565,Haqeeqat, A platoon of Indian soldiers encounters harsh realities while fighting in the Sino-Indian War of 1962.
"['Rajendra Kumar', 'Raaj Kumar', 'Vyjayanthimala']","['Drama', 'Family', 'Musical']",tt0058774,Zindagi, Beena works as a stage actress and lives a poor lifestyle with her widowed mother. One day while returning home she is molested by Bankhe and two other men  but Rajan comes to her rescue. ...                    
"['Saira Banu', 'Biswajit Chatterjee', 'Jayant']","['Comedy', 'Romance', 'Thriller']",tt0244977,April Fool, Ashok comes from a wealthy family  which is run by his dad  and elder brother  Alok. Ashok himself is a slacker  and is only interested in slacking  and playing practical jokes  and no ...                    
"['Joy Mukherjee', 'Saira Banu', '']","['Drama', 'Romance']",tt0057815,Aao Pyaar Karen, Add a Plot »
"['Dharmendra', 'Supriya Choudhury', 'Vijayalaxmi']","['Drama', 'Family', 'Romance']",tt0233145,Aap Ki Parchhaiyan, A family drama with a special focus on two generations of the Chopra family. Dinanath Chopra lives in a small tenement with his wife  and two sons Baldev  and Chandramohan. Dinanath ...                    
"['Mala Sinha', 'Manoj Kumar', 'Shashikala']","['Drama', 'Family']",tt0357433,Apne Huye Paraye, Rekha lives a middle-class lifestyle with her widowed mom. When she is five  her mom's friend  Nalini  passes away  compelling 5 year old Lata and her maid  Rampyari  to move in with them. ...                    
"['Ragini', 'Ajit', 'Indira']","['Action', 'Adventure', 'Drama']",tt0231204,Awara Badal, Abducted at a young age  a prince turns into a much feared masked bandit.
"['Raj Kapoor', 'Rajendra Kumar', 'Vyjayanthimala']","['Drama', 'Musical', 'Romance']",tt0058547,Sangam, Sunder Khanna is an orphan and lives a poor lifestyle in India. He is friendly with wealthy Gopal Verma  the only child of Judge Verma; and a wealthy girl named Radha  who is the daughter ...                    
"['Sunil Dutt', 'Sadhana', 'Raaj Kumar']","['Drama', 'Romance']",tt0059893,Waqt, Members of a family are separated in a natural disaster. Several years down the line  they aren't united but their lives are strangely interconnected.
"['Meena Kumari', 'Ashok Kumar', 'Shashi Kapoor']","['Drama', 'Romance']",tt0057882,Benazir, Anwar lives with his brother  Nawab  the Nawab's wife  and their child  in a wealthy upper class neighborhood. Anwar is in love with Shahida  and would like to marry her. The Nawab has a ...                    
"['Joy Mukherjee', 'Saira Banu', 'Pran']",['Romance'],tt0214639,Door Ki Awaaz, Prakash lives a wealthy lifestyle in Chandan Nagar along with his sister  Mala  and widowed mom. While traveling by train  Mala meets with an accident and is hospitalized. Also hospitalized...                    
"['Feroz Khan', 'Sayeeda Khan', 'Mukri']","['Adventure', 'Fantasy']",tt0440196,Char Dervesh, Khamer Bhakt is a handsome young man  who lives with only motive in mind - trouble. And he does negatively effect lives of his two brothers  Karim and Rahim  as well as others in the ...                    
"['Ashok Kumar', 'Meena Kumari', 'Pradeep Kumar']","['Comedy', 'Drama']",tt0138360,Chitralekha, When Aryaputra Samant Bijgupt ignores Yashodhara and continues to frequent Rajnartaki Chitralekha  Yashodhara's father  Mrityunjay  approaches celibate Yogi Kumargiri  who reprimands ...                    
"['Kishore Kumar', 'Supriya Choudhury', 'Amit Ganguly']","['Drama', 'Musical']",tt0233603,Door Gagan Ki Chhaon Men, An impoverished ex-army officer faces obstacles and challenges when he seeks a cure for his mute son.
"['Nimmi', 'Kishore Kumar', 'Abhi Bhattacharya']","['Comedy', 'Drama']",tt0156444,Daal Me Kala, On the run for unpaid bills  an unemployed slacker is mistaken for a professor.
"['Bharat Bhushan', 'Mala Sinha', 'Shashikala']",['Romance'],tt0137847,Jahan Ara, Mirza Yusuf Changezi has known Jahan Ara since childhood  and both have been good friends. After they grow up  things are not quite the same  as Jahan Ara's dad is none other than Emperor ...                    
"['Azra', 'Brahm Bhardwaj', 'Dharmendra']",['Drama'],tt0418698,Ganga Ki Lahren, Seema and Uma belongs to a Thakur family which earns their bread & butter through stage & dance performances and this leaves Seema disowned by groom's father  right at the time of marriage ...                    
"['Meena Kumari', 'Sunil Dutt', 'Rehman']","['Drama', 'Musical', 'Romance']",tt0139237,Gazal, Agra-based atheist and revolutionary poet/editor of Inquilab  Ejaz  falls head-over-heels in love with Naaz Ara Begum after he hears her sing  and then ends up losing his job. With the ...                    
"['Raj Kapoor', 'Sadhana', 'Agha']","['Comedy', 'Drama', 'Family']",tt0058045,Dulha Dulhan, Chanda lives a wealthy lifestyle in Jaipur along with her father  Thakur Dharam Singh  and mom. Since she is of marriageable age  her dad wants her to get married to a wealthy male of his ...                    
"['Sadhana', 'Manoj Kumar', 'Parveen Choudhary']","['Drama', 'Mystery', 'Romance']",tt0232960,Woh Kaun Thi?, One stormy night  a doctor offers a ride to a ghostly woman he meets on the side of the road. Later  he discovers his intended bride is identical in appearance to the ghost. Who was she and why does she haunt him?
"['Sadhana', 'Manoj Kumar', 'Parveen Choudhary']","['Drama', 'Mystery', 'Romance']",tt0232960,Woh Kaun Thi?, One stormy night  a doctor offers a ride to a ghostly woman he meets on the side of the road. Later  he discovers his intended bride is identical in appearance to the ghost. Who was she and why does she haunt him?
"['Biswajit Chatterjee', 'Waheeda Rehman', 'Lalita Pawar']","['Drama', 'Musical', 'Mystery']",tt0058270,Kohraa, In this re-imagining of Du Maurier's Rebecca  a recently wed woman discovers the ghost of her husband's first wife still haunts their home.
"['Dilip Kumar', 'Vyjayanthimala', 'Jayant']","['Comedy', 'Romance', 'Thriller']",tt0058287,Leader," Meet Vijay Khanna  educated law graduate; publisher of ""Leader""; mischief monger; trouble-maker; maker of revolutionary and hilarious speeches; contemptuous of politicians; attracted to the...                    "
"['Biswajit Chatterjee', 'Waheeda Rehman', 'Lalita Pawar']","['Drama', 'Family']",tt0357882,Majboor, Add a Plot »
"['Kishore Kumar', 'Kumkum', 'Randhir']","['Romance', 'Sci-Fi', 'Thriller']",tt0357926,Mr. X in Bombay, Shobha Mathur lives a wealthy lifestyle with her Professor dad  who is now carrying out experiments on various issues. One day while doing so  he makes an employee named Manohar drink a ...                    
"['Meena Kumari', 'Dharmendra', 'S.V. Ranga Rao']",['Drama'],tt0139446,Maain Bhi Ladki Hun, Watch the full movie  Main Bhi Ladki Hun  only on Eros Now. Main Bhi Ladki Hun a 1964 Indian Hindi film  directed by A. C. Tirulokchandar. The film stars Dharmendra  Meena Kumari and Balraj...                    
"['Dharmendra', 'Nanda', 'Om Prakash']",['Drama'],tt0234230,Mera Qasoor Kya Hai, Add a Plot »
"['Jeetendra', 'Rajshree', 'Bharathi']","['Drama', 'Family', 'Musical']",tt0379299,Geet Gaaya Pattharon Ne, An impoverished sculptor marries his inspiration but is then betrayed by her.
"['Meena Kumari', 'Guru Dutt', 'Mehmood']","['Drama', 'Family']",tt0139584,Sanjh Aur Savera, Dr. Shankar Chaudhry lives a wealthy lifestyle in Bombay with his widowed mom  Rukmini  and younger sister  Manju. His mom would like him to get married to Ambala-based Advocate ...                    
"['Ashok Kumar', 'Mala Sinha', 'Dharmendra']","['Drama', 'Family', 'Musical']",tt0156903,Pooja Ke Phool, Balraj (Dharmendra)  affectionately called Raj  by his elder brother (Nana Palsikar) and sister Vija (Madhumati)  is a student in college in the arts semester. As the family is not very ...                    
"['Sudhir Kumar', 'Surekha', 'Babloo']",['Musical'],tt0358102,Sant Gyaneshwar, Add a Plot »
"['Mehmood', 'L. Vijayalakshmi', 'Sheikh Mukhtar']","['Action', 'Adventure', 'Comedy']",tt0155161,Shabnam, A masked man attempts to foil attempts to replace the regions' queen with a look-alike.
"['Waheeda Rehman', 'Nivedita', 'Neena']","['Drama', 'Family']",tt0268631,Shagoon, Geeta (Waheeda Rehman) and Madan (Kamaljit) are in love with each other and want to marry. They meet each other's parents and subject to the matching of their astrological charts  their ...                    
"['Biswajit Chatterjee', 'Rajshree', 'Nirupa Roy']","['Musical', 'Romance']",tt0246923,Shehnai, Story of Military commitment by a military wife  Shobha (Calcutta  1942) played by Nirupa Roy  who in spite of losing her husband to the Air Force and World War 2  despite hardships  ...                    
"['Sanjay Dutt', 'Sunil Dutt', '']","['Drama', 'Mystery']",tt0058759,Yaadein, The film is soliloquy of a man who comes home to find that his wife and son are not at home  he assumes that they have left him and reminiscences his life with them  and scared of his life ...                    
"['Ashok Kumar', 'Rajendra Kumar', 'Sadhana']","['Comedy', 'Drama', 'Romance']",tt0266765,Mere Mehboob, The impoverished brother of a lowly courtesan falls in love with the sister of a wealthy nobleman.
"['Bina Rai', 'Pradeep Kumar', 'Jabeen Jalil']","['Drama', 'History', 'Musical']",tt0057555,Taj Mahal, It was at the Meena Bazar that Shehzada Khurram first laid eyes on Arjuman Banu. When their eyes met it was love at first sight for both of them. When Queen Noor Jehan  one of the wives of ...                    
"['Joy Mukherjee', 'Asha Parekh', 'Rajendra Nath']","['Musical', 'Romance']",tt0057409,Phir Wohi Dil Laya Hoon, Due to a growing marital rift between Jamuna and her husband  she decides to leave him. He does not permit her to take their son  so she arranges his abduction  and disappears from her ...                    
"['Ashok Kumar', 'Mala Sinha', 'Sunil Dutt']","['Drama', 'Romance']",tt0057120,Gumrah, Meena lives with her retired and widowed dad in picturesque Nainital. She has a sister  Kamla  married to a well-known Barrister  Ashok  and two children  Pappu and Dolly. When Kamla comes ...                    
"['Vyjayanthimala', 'Ashok Kumar', 'Anjali Devi']","['Drama', 'Romance']",tt0058467,Phoolon Ki Sej, Nirmal Verma and Karuna are attracted to each other  while the former is touring that part of the country. They get very intimate  he promises to return  and even leaves his address with ...                    
"['Sunil Dutt', 'Waheeda Rehman', 'Nirupa Roy']","['Action', 'Crime', 'Drama']",tt0057332,Mujhe Jeene Do, A notorious bandit continues to elude the authorities and strikes terror in the region.
"['Meena Kumari', 'Rajendra Kumar', 'Agha']","['Comedy', 'Romance']",tt0139003,Akeli Mat Jaiyo, Add a Plot »
"['Ajit', 'Ragini', 'Helen']","['Action', 'Adventure', 'Horror']",tt0230771,Shikari, The owners of a circus set out to capture King Kong. They arrive by boat at Kong Island  only to discover that there is another monster living there. Complications ensue.
"['Dev Anand', 'Nutan', 'Rajendra Nath']","['Comedy', 'Musical', 'Romance']",tt0057568,Tere Ghar Ke Samne, Children of two life-long rivals fall in love and try to make their fathers see the error of their ways.
"['Rajendra Kumar', 'Mala Sinha', 'Madan Puri']","['Crime', 'Drama', 'Romance']",tt0175651,Gehra Daag, While defending his sister's honor  Shanker kills a man. His ashamed family say he is away in Africa  while he spends the next ten years in prison. What happens when the truth comes out  can he ever find forgiveness or acceptance?
"['Ashok Kumar', 'Nutan', 'Dharmendra']","['Drama', 'Musical', 'Romance']",tt0056850,Bandini, During the British Raj of the 1930s  a prison-doctor falls in love with a convict who eventually reveals the story of her past and her connection to a freedom fighter.
"['Ashok Kumar', 'Nutan', 'Dharmendra']","['Drama', 'Musical', 'Romance']",tt0056850,Bandini, During the British Raj of the 1930s  a prison-doctor falls in love with a convict who eventually reveals the story of her past and her connection to a freedom fighter.
"['Ashok Kumar', 'Sunil Dutt', 'Nanda']","['Drama', 'Romance']",tt0056805,Aaj Aur Kal, An over-bearing oppressive emperor continues to preside over a region in post-independent India along with his subdued children.
"['Meena Kumari', 'Rajendra Kumar', 'Raaj Kumar']","['Drama', 'Musical', 'Romance']",tt0139157,Dil Ek Mandir, Dr. Dharmesh (Rajendra Kumar) and Sita (Meena Kumari) are in love  and hope to marry on Dharmesh's return from abroad. When Dharmesh returns  he is devastated to find that Sita has married ...                    
"['Guru Dutt', 'Asha Parekh', 'Mehmood']","['Comedy', 'Drama', 'Romance']",tt0056866,Bharosa, Ramdas is a trusting individual  and trusts everybody around him. When times turn bad for him  he entrusts the life of his son  Bansi  to his trusted employee  Ronaklal  and departs. He ...                    
"['Guru Dutt', 'Feroz Khan', 'Nasir Hussain']",['Drama'],tt0254164,Bahurani, An assertive village-belle weds a semi-senile male and is abused by her in-laws.
"['Shammi Kapoor', 'Saira Banu', 'Niranjan Sharma']",['Romance'],tt0213524,Bluff Master, An inveterate con man falls in love and realizes the error of his ways after his mother comes to know the truth about him.
"['Dharmendra', 'Supriya Choudhury', 'Sailesh Kumar']","['Drama', 'Family']",tt0364232,Begaana, Add a Plot »
"['Raj Kapoor', 'Nutan', 'Agha']","['Comedy', 'Drama', 'Romance']",tt0056998,Dil Hi To Hai, An impoverished widowed Hindu nanny brings up an abused and abandoned Muslim lad.
"['Raj Kapoor', 'Waheeda Rehman', 'Lalita Pawar']","['Comedy', 'Drama', 'Romance']",tt0057024,Ek Dil Sao Afsane, Shekhar's (Raj Kapoor) maternal grandmother Nani (Lalita Pawar) is a very loving person  and loves Shekhar dearly as a mother. She is also very religious and firm in her beliefs. She ...                    
"['Manoj Kumar', 'Sudesh Kumar', 'Randhir']","['Comedy', 'Drama']",tt0268331,Ghar Basake Dekho, An impoverished widow is humiliated by her son and his new wife.
"['Dara Singh', 'Mumtaz', 'Minoo Mumtaz']","['Action', 'Adventure', 'Drama']",tt0175608,Faulad, A lower-caste male falls in love with an upper-caste princess.
"['Ashok Kumar', 'Nirupa Roy', 'Pushpavalli']","['Drama', 'Family']",tt0268342,Grahasti, Harishchandra Khanna lives a wealthy lifestyle in Meerut  India with his wife  Maya  seven daughters  and one son. His eldest daughter has been married to a young man from Lucknow  Gopal. ...                    
"['Indira Bansal', 'Dingoo', 'Gajinder']","['Drama', 'Family']",tt0389067,Kaun Apna Kaun Paraya, Add a Plot »
"['Shakila', 'Mehmood', 'Om Prakash']",['Comedy'],tt0231853,Kahin Pyaar Na Ho Jaaye, Add a Plot »
"['Ashim Kumar', '']",['\\N'],tt0234070,Laagi Nahin Chhute Ram, A story of a educated boy who falls in love with a village girl
"['Dev Anand', 'Meena Kumari', '']","['Drama', 'Romance']",tt0139402,Kinare Kinare, An ailing woman unknowingly falls for an escaped convict.
"['Shashi Kapoor', 'Leela Naidu', 'Durga Khote']","['Comedy', 'Drama']",tt0057162,The Householder, A young Indian newlywed finds his independent wife troublesome and seeks help and advice from his overbearing mother  a supposedly worldly wise friend  an American seeker of enlightenment and a swami.
"['Ashok Kumar', 'Pradeep Kumar', 'Asha Parekh']","['Drama', 'Musical', 'Romance']",tt0056232,Meri Surat Teri Ankhen, Raj Kumar is a wealthy businessman and dislikes everything ugly. When his wife  Kamla  becomes pregnant and gives birth to an ugly son  he asks the attending Dr. Mathur to inform his wife ...                    
"['Sunil Dutt', 'Nanda', 'Om Prakash']",['Drama'],tt0057356,Nartakee, Add a Plot »
"['Gitanjali', 'Mahipal', 'Nalini Chonkar']","['Adventure', 'Drama', 'Fantasy']",tt0242760,Parasmani, Paras (Mahipal) is lost at sea when his father's ship enters into a storm. Paras is rescued by a poor villager  who brings him up as his own. Paras grows up and accomplishes himself as a ...                    
"['Mala Sinha', 'Raaj Kumar', 'Ashish Kumar']","['Drama', 'Romance']",tt0362023,Phool Bane Angaare, Based in Santa Cruz  Bombay  Usha undertakes to look after her family consisting of her widowed mother and younger brother  Ashish  and even decides to not marry her army officer sweetheart...                    
"['Raaj Kumar', 'Nishi', 'Kumari Naaz']","['Drama', 'Family', 'Romance']",tt0374146,Pyar Ka Bandhan, Kaalu lives a poor lifestyle with his widowed mom  an unmarried school-going sister  Sona  and a younger brother  Birju. Kaalu makes a living driving a horse-carriage (tonga)  and the ...                    
"['Rishi Kapoor', 'Sulakshana Pandit', 'Prem Chopra']","['Drama', 'Family']",tt0276438,Raaja, Twin brothers realize that the older sister they thought dead is in fact alive  whereupon they embark on a quest to save her from the lecher who has her in his thrall.
"['Prithviraj Kapoor', 'Suraiya', 'Prem Nath']","['Action', 'Adventure', 'Drama']",tt0133188,Rustom Sohrab, Powerful and mighty Rustom Zabuli (Prithviraj Kapoor) of Iran while on a visit to India rescues a horse-drawn carriage of Shehzadi Tehmina (Suraiya). Impressed by his strength  the Shehzadi...                    
"['Dara Singh', 'Chandrashekhar', 'Vijaya Choudhury']","['Action', 'Adventure']",tt0778828,Rustom-E-Baghdad, Circa the Mughal rule in the Persian Gulf in Baghdad  the Badshah is killed by his very own brother  his wife put to death  and their new-born child is to be captured and killed by none ...                    
"['Sandhya', 'Lalita Pawar', 'Prashanth']",['Family'],tt0176128,Sehra, Add a Plot »
"['David Abraham', 'Anwar Hussain', 'Manmohan Krishna']",['Drama'],tt0152400,Shehar Aur Sapna, It was based on Abbas's own story One Thousand Nightson a Bed of Stones  which describes the struggle in the life of pavement dwellers in the backdrop of rapid industrialization.
"['Ashok Kumar', 'Pradeep Kumar', 'Shakila']","['Action', 'Crime', 'Drama']",tt0158314,Ustadon Ke Ustad, An impoverished Engineer in love with a wealthy woman goes on the run after becoming a suspect in a bank robbery.
"['Shashi Kapoor', 'Ragini', 'Agha']","['Drama', 'Romance']",tt0447559,Yeh Dil Kisko Doon, In search of love  a millionaire leaves his palatial home and roams the town disguised as a tramp. He meets and falls in love with a gypsy girl. But  trouble follows in the form of a carnival owner.
"['Ashok Kumar', 'Sunil Dutt', 'Leela Naidu']","['Crime', 'Drama', 'Romance']",tt0057699,Yeh Rastey Hain Pyar Ke, A commercial pilot is arrested and charged with killing his wife's lover.
"['Biswajit Chatterjee', 'Waheeda Rehman', 'Manmohan Krishna']","['Musical', 'Mystery', 'Thriller']",tt0055783,Bees Saal Baad, After a lusty Thakur rapes a young girl  she kills herself. Thereafter  the Thakur is killed by what the local people call the girl's vengeful spirit. Then the Thakur's son is also killed ...                    
"['Shammi Kapoor', 'Kalpana', 'Lalita Pawar']","['Comedy', 'Drama', 'Musical']",tt0056379,Professor, Sita devi is a very strict aunt for a number of young ladies  and does not allow them to fraternize with males. Along comes Pritam disguised as an elderly Professor Khanna to break every ...                    
"['Dev Anand', 'Sadhana', 'Nasir Hussain']","['Drama', 'Musical', 'Romance']",tt0244409,Asli-Naqli, Renu lives a poor lifestyle with her mom  dad and a brother. Her dad decides to travel to Africa so that he can earn enough money to send his son to study engineering  so that he can find ...                    
"['Shammi Kapoor', 'Mala Sinha', 'Mehmood']","['Comedy', 'Drama', 'Romance']",tt0250339,Dil Tera Diwana, Wayward  brash  and disobedient Mohan (Shammi Kapoor) is sent by his angry dad Diwan Badriprasad (Ulhas) to a retired army captain Dayaram (Om Prakash) to learn some discipline and respect....                    
"['Bharat Bhushan', 'Anita Guha', 'Mukri']","['Biography', 'Drama', 'Music']",tt0368239,Sangeet Samrat Tansen, Tanu was born dumb  and it was through a miracle at a Hindu temple that he got his voice back. His vocal talents did not go unnoticed by Sage Haridas  who decided to make him his disciple  ...                    
"['Raj Kapoor', 'Padmini', 'Nanda']",['Romance'],tt0054591,Aashiq, Add a Plot »
"['Asha Parekh', 'Manoj Kumar', '']",['Romance'],tt0878098,Apna Banake Dekho, Add a Plot »
"['Mala Sinha', 'Balraj Sahni', 'Dharmendra']","['Drama', 'Family', 'Musical']",tt0206554,Anpadh, A wealthy  pampered and illiterate woman faces many challenges after her marriage.
"['Mala Sinha', 'Balraj Sahni', 'Dharmendra']","['Drama', 'Family', 'Musical']",tt0206554,Anpadh, A wealthy  pampered and illiterate woman faces many challenges after her marriage.
"['Mumtaz Begum', 'Leela Chitnis', 'Prem Chopra']",['Drama'],tt0055930,Dr. Vidya, The movie was shot in an era when educated people in cities were getting influenced by the western culture hence the people from rural areas who placed a lot of importance to values and ...                    
"['Dev Anand', 'Waheeda Rehman', 'Chandrashekhar']","['Mystery', 'Romance', 'Thriller']",tt0055767,Baat Ek Raat Ki, Neela is in police custody for committing a murder. Believing that she did it  she confesses. When renowned lawyer  Rajeshwar decides to represent her  he accepts her guilt  but as he goes ...                    
"['Ajit', 'Nalini Jaywant', '']",['Drama'],tt0212965,Girls' Hostel, Add a Plot »
"['Mala Sinha', 'Bharat Bhushan', 'Helen']",['\\N'],tt0056047,Gyara Hazar Ladkian, Add a Plot »
"['Joy Mukherjee', 'Sadhana', 'Dhumal']","['Action', 'Comedy', 'Mystery']",tt0055949,Ek Musafir Ek Hasina, An army officer loses his memory  falls for a married woman  then regains part of his memory but forgets her.
"['Joy Mukherjee', 'Sadhana', 'Dhumal']","['Action', 'Comedy', 'Mystery']",tt0055949,Ek Musafir Ek Hasina, An army officer loses his memory  falls for a married woman  then regains part of his memory but forgets her.
"['Manoj Kumar', 'Mala Sinha', 'Shashikala']","['Drama', 'Musical', 'Romance']",tt0156593,Hariyali Aur Rasta, Shanker and Rita's marriage is finalized by their elders in their childhoods  however  after growing up  Shanker loves Shobna. Shanker is told to marry Rita instead  and he does so. The ...                    
"['Manoj Kumar', 'Mala Sinha', 'Shashikala']","['Drama', 'Musical', 'Romance']",tt0156593,Hariyali Aur Rasta, Shanker and Rita's marriage is finalized by their elders in their childhoods  however  after growing up  Shanker loves Shobna. Shanker is told to marry Rita instead  and he does so. The ...                    
"['Sunil Dutt', 'Vyjayanthimala', 'Pran']","['Drama', 'Family']",tt0056120,Jhoola, Dr.Arun lives with his brother  Madhu; dad Judge Ramkrishan; and mom Kamla in a palatial house. He decides to help the poor and the needy and in order to do this he re-locates to a small ...                    
"['Sunil Dutt', 'Meena Kumari', 'Raj Mehra']","['Drama', 'Family']",tt0056213,Main Chup Rahungi, Narayan works as a laborer on the farmland owned by businessman  Ratan Kumar  in Ramnagar  who also has a rubber estate in Singapore. Although Narayan was an ex-convict  Ratan had assisted ...                    
"['Kishore Kumar', 'Sadhana', 'Kumari Naaz']","['Comedy', 'Musical']",tt0234195,Man-Mauji, Raja has a vivid imagination since childhood  used to frequently lie and gamble  which did lead him to considerable trouble with his schoolmaster  mom  Bhagwanti  and sister  Rani. When ...                    
"['Kishore Kumar', 'Madhubala', 'Pran']","['Comedy', 'Musical', 'Romance']",tt0056052,Half Ticket, A diamond thief hides his loot on an innocent child  but the child turns out to be an adult posing as a youngster to purchase a half-priced train ticket. Now  the thief will have to outwit the eccentric in a series of wacky misadventures.
"['Sadhana', 'Shashi Kapoor', 'Seema Deo']","['Drama', 'Romance']",tt0056367,Prem Patra, While studying in medical college Arun Kumar Mathur (Shashi Kapoor) has a misunderstanding over a love letter with Kavita Kapoor (Sadhana)  and must leave the college  much to his dismay. ...                    
"['Ashok Kumar', 'Meena Kumari', 'Pradeep Kumar']","['Family', 'Musical', 'Romance']",tt0056806,Aarti, Aarti (Meena Kumari) is a dedicated and hard-working doctor  who believes that her skills should be used for the welfare of patients only. In contrast her fiance  Dr. Prakash (Ashok Kumar) ...                    
